cluster,pose_index,description
3,398,"person looks to be throwing their hands around randomly on the spot#person/NOUN look/VERB to/PART be/AUX throw/VERB their/DET hand/NOUN around/ADV randomly/ADV on/ADP the/DET spot/NOUN#0.0#0.0
a person raises their arms and hits down on something in front of them repeatedly#a/DET person/NOUN raise/VERB their/DET arm/NOUN and/CCONJ hit/VERB down/ADP on/ADP something/PRON in/ADP front/NOUN of/ADP them/PRON repeatedly/ADV#0.0#0.0
a man waves his arms around in front of himself, haphazardly.#a/DET man/NOUN wave/VERB his/DET arm/NOUN around/ADV in/ADP front/NOUN of/ADP himself/PRON haphazardly/ADV#0.0#0.0
"
3,400,"a person kicks with their right leg then their left leg.#a/DET person/NOUN kick/VERB with/ADP their/DET right/ADJ leg/NOUN then/ADV their/DET left/ADJ leg/NOUN#0.0#0.0
a person kicks an object on the ground first with his right foot and then his left.#a/DET person/NOUN kick/VERB an/DET object/NOUN on/ADP the/DET ground/NOUN first/ADV with/ADP his/DET right/ADJ foot/NOUN and/CCONJ then/ADV his/DET left/NOUN#0.0#0.0
a person kicks forward alternating legs#a/DET person/NOUN kick/VERB forward/ADV alternate/VERB leg/NOUN#0.0#0.0
"
3,402,"person throws a left jab#person/NOUN throw/VERB a/DET left/ADJ jab/NOUN#0.0#0.0
the figure does a left jab.#the/DET figure/NOUN does/AUX a/DET left/ADJ jab/PROPN#0.0#0.0
this person is in standing position and brings both hands to chest and pushes out left hand and left leg out quickly then brings them back in to standing position.#this/DET person/NOUN is/AUX in/ADP stand/VERB position/NOUN and/CCONJ bring/VERB both/DET hand/NOUN to/PART chest/VERB and/CCONJ push/VERB out/ADP left/ADJ hand/NOUN and/CCONJ left/VERB leg/NOUN out/ADP quickly/ADV then/ADV bring/VERB them/PRON back/ADV in/ADV to/ADP standing/NOUN position/NOUN#0.0#0.0
"
3,403,"a person jumps over something while turning their wrists#a/DET person/NOUN jump/VERB over/ADP something/PRON while/SCONJ turn/VERB their/DET wrist/NOUN#0.0#0.0
a person is skipping with a rope#a/DET person/NOUN is/AUX skip/VERB with/ADP a/DET rope/NOUN#0.0#0.0
person is skipping on the spot#person/NOUN is/AUX skip/VERB on/ADP the/DET spot/NOUN#0.0#0.0
"
3,407,"a man sidesteps left a couple of paces, sidesteps right past where he started by about double the distance, then sidesteps to his original position.#a/DET man/NOUN sidestep/VERB left/VERB a/DET couple/NOUN of/ADP pace/NOUN sidestep/VERB right/ADV past/NOUN where/ADV he/PRON start/VERB by/ADP about/ADV double/DET the/DET distance/NOUN then/ADV sidestep/VERB to/ADP his/DET original/ADJ position/NOUN#0.0#0.0
a person stepping a few steps to the right, then a few steps to the left and back to the right again.#a/DET person/NOUN step/VERB a/DET few/ADJ step/NOUN to/ADP the/DET right/NOUN then/ADV a/DET few/ADJ step/NOUN to/ADP the/DET left/NOUN and/CCONJ back/ADV to/ADP the/DET right/NOUN again/ADV#0.0#0.0
the person is side stepping.#the/DET person/NOUN is/AUX side/NOUN step/VERB#0.0#0.0
"
3,408,"a person bends at the knees and jumps slightly.#a/DET person/NOUN bend/VERB at/ADP the/DET knee/NOUN and/CCONJ jump/VERB slightly/ADV#0.0#0.0
person does a jump with legs out slowly, then squats and jumps up again very slowly#person/NOUN does/AUX a/DET jump/NOUN with/ADP leg/NOUN out/ADV slowly/ADV then/ADV squats/PROPN and/CCONJ jump/VERB up/ADP again/ADV very/ADV slowly/ADV#0.0#0.0
a person does one jumping jack, then squats and jumps back up.#a/DET person/NOUN does/AUX one/NUM jump/VERB jack/NOUN then/ADV squats/PROPN and/CCONJ jump/VERB back/ADV up/ADP#0.0#0.0
"
3,412,"a person dances sporadically around the space.#a/DET person/NOUN dance/VERB sporadically/ADV around/ADP the/DET space/NOUN#0.0#0.0
the person is walking around.#the/DET person/NOUN is/AUX walk/VERB around/ADV#0.0#0.0
a person is doing a dance.#a/DET person/NOUN is/AUX do/VERB a/DET dance/NOUN#0.0#0.0
"
3,413,"a man who repeatedly raise his left arm close to his left shoulder#a/DET man/NOUN who/PRON repeatedly/ADV raise/VERB his/DET left/ADJ arm/NOUN close/ADV to/ADP his/DET left/ADJ shoulder/NOUN#0.0#0.0
a person takes his hand to his mouth, then back down, then to his mouth again#a/DET person/NOUN take/VERB his/DET hand/NOUN to/ADP his/DET mouth/NOUN then/ADV back/ADV down/ADV then/ADV to/ADP his/DET mouth/NOUN again/ADV#0.0#0.0
a person looking for something#a/DET person/NOUN look/VERB for/ADP something/PRON#0.0#0.0
"
3,414,"a man mimes boxing punches.#a/DET man/NOUN mime/VERB box/VERB punch/NOUN#0.0#0.0
person using left hsnd to mouth then raises  right hand above there head side on#person/NOUN use/VERB left/VERB hsnd/PROPN to/ADP mouth/PROPN then/ADV raise/VERB right/ADJ hand/NOUN above/ADP there/PRON head/VERB side/NOUN on/ADP#0.0#0.0
a person slowly hooks their right arm in a punch motion#a/DET person/NOUN slowly/ADV hook/VERB their/DET right/ADJ arm/NOUN in/ADP a/DET punch/NOUN motion/NOUN#0.0#0.0
"
3,415,"a person gets up from a cross legged seated position and does a small, athletic hop. they then raise their right hand and make a forward hitting motion, as if hitting a volleyball over a net. finally, they bend their knees and prepare to strike the ball again.#a/DET person/NOUN get/VERB up/ADV from/ADP a/DET cross/ADJ legged/ADJ seated/ADJ position/NOUN and/CCONJ does/AUX a/DET small/ADJ athletic/ADJ hop/NOUN they/PRON then/ADV raise/VERB their/DET right/ADJ hand/NOUN and/CCONJ make/VERB a/DET forward/ADV hit/VERB motion/NOUN as/SCONJ if/SCONJ hit/VERB a/DET volleyball/NOUN over/ADP a/DET net/NOUN finally/ADV they/PRON bend/VERB their/DET knee/NOUN and/CCONJ prepare/VERB to/PART strike/VERB the/DET ball/NOUN again/ADV#0.0#0.0
a person stands up from sitting then throws a ball with their right arm.#a/DET person/NOUN stand/VERB up/ADP from/ADP sit/VERB then/ADV throw/VERB a/DET ball/NOUN with/ADP their/DET right/ADJ arm/NOUN#0.0#0.0
a man stands up from a sitting position and the throws something.#a/DET man/NOUN stand/VERB up/ADP from/ADP a/DET sit/VERB position/NOUN and/CCONJ the/DET throw/NOUN something/PRON#0.0#0.0
"
3,417,"a person limps dragging their left leg.#a/DET person/NOUN limp/VERB drag/VERB their/DET left/ADJ leg/NOUN#0.0#0.0
the person is walking around.#the/DET person/NOUN is/AUX walk/VERB around/ADV#0.0#0.0
a person walks with a limp#a/DET person/NOUN walk/VERB with/ADP a/DET limp/NOUN#0.0#0.0
"
3,419,"a person walks turning to the right.#a/DET person/NOUN walk/VERB turn/VERB to/ADP the/DET right/NOUN#0.0#0.0
walking forward and stopping gf#walk/VERB forward/ADV and/CCONJ stop/VERB gf/NOUN#0.0#0.0
the figure in the video walked forward and then went to its right and stood still.#the/DET figure/NOUN in/ADP the/DET video/NOUN walk/VERB forward/ADV and/CCONJ then/ADV go/VERB to/ADP its/DET right/NOUN and/CCONJ stand/VERB still/ADV#0.0#0.0
"
3,420,"a person walks in a bending route to the right.#a/DET person/NOUN walk/VERB in/ADP a/DET bend/VERB route/NOUN to/ADP the/DET right/NOUN#0.0#0.0
a person walks across floor at an angled left direction#a/DET person/NOUN walk/VERB across/ADP floor/NOUN at/ADP an/DET angled/ADJ left/ADJ direction/NOUN#0.0#0.0
"
3,422,"the man moves sideways and back#the/DET man/NOUN move/VERB sideways/ADV and/CCONJ back/ADV#0.0#0.0
a person walks back diagonally, then forward diagonally, then turns around twice, and finally returns to the original position.#a/DET person/NOUN walk/VERB back/ADV diagonally/ADV then/ADV forward/ADV diagonally/ADV then/ADV turn/VERB around/ADP twice/ADV and/CCONJ finally/ADV return/VERB to/ADP the/DET original/ADJ position/NOUN#0.0#0.0
figure strafes back left then forward right, spins then strafes back left, spins again, then strafes forward right returning to starting position#figure/NOUN strafe/NOUN back/ADV left/VERB then/ADV forward/ADV right/ADV spin/NOUN then/ADV strafe/VERB back/ADV left/VERB spin/VERB again/ADV then/ADV strafe/VERB forward/ADV right/ADV return/VERB to/ADP start/VERB position/NOUN#0.0#0.0
"
3,424,"a person walks up stairs, turns around at the top, and walks back down the stairs.#a/DET person/NOUN walk/VERB up/ADP stair/NOUN turn/VERB around/ADV at/ADP the/DET top/NOUN and/CCONJ walk/VERB back/ADV down/ADP the/DET stair/NOUN#0.0#0.0
a person walks up stairs turns to right and walks down stairs.#a/DET person/NOUN walk/VERB up/ADP stair/NOUN turn/VERB to/ADP right/NOUN and/CCONJ walk/VERB down/ADP stair/NOUN#0.0#0.0
a person is climbing up something and turns around and climbs back down.#a/DET person/NOUN is/AUX climb/VERB up/ADP something/PRON and/CCONJ turn/VERB around/ADV and/CCONJ climb/VERB back/ADV down/ADV#0.0#0.0
"
3,426,"a person throws its right arm up into the air. while shifting much of their bodyweight to their left leg, the person perform a counter-clockwise circular motion with their lifted arm.#a/DET person/NOUN throw/VERB its/DET right/ADJ arm/NOUN up/ADP into/ADP the/DET air/NOUN while/SCONJ shift/VERB much/ADJ of/ADP their/DET bodyweight/NOUN to/ADP their/DET left/ADJ leg/NOUN the/DET person/NOUN perform/VERB a/DET counterclockwise/ADJ circular/ADJ motion/NOUN with/ADP their/DET lifted/ADJ arm/NOUN#nan#0.0
a person throws overhanded with their right hand, using their left arm slightly to balance.#a/DET person/NOUN throw/VERB overhande/VERB with/ADP their/DET right/ADJ hand/NOUN use/VERB their/DET left/ADJ arm/NOUN slightly/ADV to/ADP balance/VERB#0.0#0.0
a person throws something with their right hand#a/DET person/NOUN throw/VERB something/PRON with/ADP their/DET right/ADJ hand/NOUN#0.0#0.0
"
3,427,"a person takes a stumbling step forward, turns around and takes another stumbling step forward, then turns around once more.#a/DET person/NOUN take/VERB a/DET stumble/VERB step/NOUN forward/ADV turn/VERB around/ADV and/CCONJ take/VERB another/DET stumble/VERB step/NOUN forward/ADV then/ADV turn/VERB around/ADP once/ADV more/ADJ#0.0#0.0
the person is stumbling like they are drunk.#the/DET person/NOUN is/AUX stumble/VERB like/SCONJ they/PRON are/AUX drunk/ADJ#0.0#0.0
a person stumbles to the left, turns around walks and stumbles right, turns around and stumbles a third time#a/DET person/NOUN stumble/VERB to/ADP the/DET left/NOUN turn/VERB around/ADP walk/NOUN and/CCONJ stumble/NOUN right/ADV turn/VERB around/ADV and/CCONJ stumble/VERB a/DET third/ADJ time/NOUN#0.0#0.0
"
3,429,"a person walking like a penguin in a circle.#a/DET person/NOUN walk/VERB like/SCONJ a/DET penguin/NOUN in/ADP a/DET circle/NOUN#0.0#0.0
person takes 2 small steps forward then 5 steps to the right and back slows to a smaller, slower 10 steps, turns toward the back  and takes 8 steps and stops facing the back#person/NOUN take/VERB small/ADJ step/NOUN forward/ADV then/ADV step/NOUN to/ADP the/DET right/NOUN and/CCONJ back/ADJ slow/NOUN to/ADP a/DET smaller/ADJ slower/ADJ step/NOUN turn/VERB toward/ADP the/DET back/ADJ and/CCONJ take/VERB step/NOUN and/CCONJ stop/VERB face/VERB the/DET back/NOUN#0.0#10.0
a person walks around with small steps and raised shoulders#a/DET person/NOUN walk/VERB around/ADV with/ADP small/ADJ step/NOUN and/CCONJ raise/VERB shoulder/NOUN#0.0#0.0
"
3,430,"this person was flapping their hand and swaying their body doing the motion of a bird flying.#this/DET person/NOUN was/AUX flap/VERB their/DET hand/NOUN and/CCONJ sway/VERB their/DET body/NOUN do/VERB the/DET motion/NOUN of/ADP a/DET bird/NOUN flying/NOUN#0.0#0.0
the person flaps their arms like a bird then glides#the/DET person/NOUN flap/VERB their/DET arm/NOUN like/SCONJ a/DET bird/NOUN then/ADV glide/VERB#0.0#0.0
a person raises both arms and then flaps them like a bird a few times and the puts them back down.#a/DET person/NOUN raise/VERB both/CCONJ arm/NOUN and/CCONJ then/ADV flap/VERB them/PRON like/SCONJ a/DET bird/NOUN a/DET few/ADJ time/NOUN and/CCONJ the/DET put/VERB them/PRON back/ADV down/ADP#0.0#0.0
"
3,431,"a person carefully walks down in a straight line.#a/DET person/NOUN carefully/ADV walk/VERB down/ADP in/ADP a/DET straight/ADJ line/NOUN#0.0#0.0
the figure stands still before walking forwards in a straight line and stopping.#the/DET figure/NOUN stand/VERB still/ADV before/ADP walk/VERB forwards/ADV in/ADP a/DET straight/ADJ line/NOUN and/CCONJ stopping/NOUN#0.0#0.0
the person walks forward in a straight line carefully.#the/DET person/NOUN walk/VERB forward/ADV in/ADP a/DET straight/ADJ line/NOUN carefully/ADV#0.0#0.0
"
3,433,"person steps forward slowly five steps#person/NOUN step/VERB forward/ADV slowly/ADV five/NUM step/NOUN#0.0#0.0
a man walks forward and then stops.#a/DET man/NOUN walk/VERB forward/ADV and/CCONJ then/ADV stop/VERB#0.0#0.0
a person walks forward a few steps and stands still#a/DET person/NOUN walk/VERB forward/ADV a/DET few/ADJ step/NOUN and/CCONJ stand/VERB still/ADV#0.0#0.0
"
3,435,"the person lifts his right hand up.#the/DET person/NOUN lift/VERB his/DET right/ADJ hand/NOUN up/ADP#0.0#0.0
the man raises his right hand in the air at a 90 bent angle on his elbow.#the/DET man/NOUN raise/VERB his/DET right/ADJ hand/NOUN in/ADP the/DET air/NOUN at/ADP a/DET bent/ADJ angle/NOUN on/ADP his/DET elbow/NOUN#0.0#0.0
a person uses their right arm to consume something internally via the mouth.#a/DET person/NOUN use/VERB their/DET right/ADJ arm/NOUN to/PART consume/VERB something/PRON internally/ADV via/ADP the/DET mouth/NOUN#0.0#0.0
"
3,437,"a person throws something with their right arm.#a/DET person/NOUN throw/VERB something/PRON with/ADP their/DET right/ADJ arm/NOUN#0.0#0.0
a person holds their hands in front of them, then throws twice#a/DET person/NOUN hold/VERB their/DET hand/NOUN in/ADP front/NOUN of/ADP them/PRON then/ADV throw/VERB twice/ADV#0.0#0.0
the person is throwing a baseball.#the/DET person/NOUN is/AUX throw/VERB a/DET baseball/NOUN#0.0#0.0
"
3,438,"a person does a light skip while walking#a/DET person/NOUN does/AUX a/DET light/ADJ skip/NOUN while/SCONJ walk/VERB#0.0#0.0
a person takes a couple steps forward and then skips.#a/DET person/NOUN take/VERB a/DET couple/NOUN step/NOUN forward/ADV and/CCONJ then/ADV skip/VERB#0.0#0.0
a person walking then starts to bounce as he walkss.#a/DET person/NOUN walk/VERB then/ADV start/VERB to/PART bounce/VERB as/SCONJ he/PRON walkss/VERB#0.0#0.0
"
3,439,"a person sits down on an imaginary object, then stands up.#a/DET person/NOUN sit/VERB down/ADP on/ADP an/DET imaginary/ADJ object/NOUN then/ADV stand/VERB up/ADP#0.0#0.0
a person sits down and stand right back up#a/DET person/NOUN sit/VERB down/ADP and/CCONJ stand/VERB right/ADV back/ADV up/ADP#0.0#0.0
the person takes a couple steps back to the left and sits down. they then reverse the process.#the/DET person/NOUN take/VERB a/DET couple/NOUN step/NOUN back/ADV to/ADP the/DET left/NOUN and/CCONJ sit/VERB down/ADP they/PRON then/ADV reverse/VERB the/DET process/NOUN#0.0#0.0
"
3,442,"a person walks forward then pauses and holds their left elbow with their right hand, then they continue walking and turn around.#a/DET person/NOUN walk/VERB forward/ADV then/ADV pause/VERB and/CCONJ hold/VERB their/DET left/ADJ elbow/NOUN with/ADP their/DET right/ADJ hand/NOUN then/ADV they/PRON continue/VERB walk/VERB and/CCONJ turn/VERB around/ADP#0.0#0.0
a man turns to the side and then walks forward before turning around and walking back.#a/DET man/NOUN turn/VERB to/ADP the/DET side/NOUN and/CCONJ then/ADV walk/VERB forward/ADV before/ADP turn/VERB around/ADP and/CCONJ walk/VERB back/ADV#0.0#0.0
a person walking with a hurt left arm#a/DET person/NOUN walk/VERB with/ADP a/DET hurt/NOUN left/NOUN arm/NOUN#0.0#0.0
"
3,443,"a person waiving quickly by shaking hand side to side.#a/DET person/NOUN waive/VERB quickly/ADV by/ADP shake/VERB hand/NOUN side/NOUN to/PART side/VERB#0.0#0.0
person is standing and waving.#person/NOUN is/AUX stand/VERB and/CCONJ wave/VERB#0.0#0.0
a person waving with their right hand.#a/DET person/NOUN wave/VERB with/ADP their/DET right/ADJ hand/NOUN#0.0#0.0
"
3,444,"a squatted person is shivering tremendously and seems to be answering the phone with their left hand.#a/DET squatted/ADJ person/NOUN is/AUX shiver/VERB tremendously/ADV and/CCONJ seem/VERB to/PART be/AUX answer/VERB the/DET phone/NOUN with/ADP their/DET left/ADJ hand/NOUN#0.0#0.0
in her swivel office chair, she takes a call, holding the phone with her left hand, and continues to type with her right hand.#in/ADP her/DET swivel/PROPN office/NOUN chair/NOUN she/PRON take/VERB a/DET call/NOUN hold/VERB the/DET phone/NOUN with/ADP her/DET left/ADJ hand/NOUN and/CCONJ continue/VERB to/PART type/VERB with/ADP her/DET right/ADJ hand/NOUN#0.0#0.0
the person is tying or fixing something.#the/DET person/NOUN is/AUX tie/VERB or/CCONJ fix/VERB something/PRON#0.0#0.0
"
3,446,"a man stands completely still with his arms raised.#a/DET man/NOUN stand/VERB completely/ADV still/ADV with/ADP his/DET arm/NOUN raise/VERB#0.0#0.0
the person was standing like they were on a motorcycle posing.#the/DET person/NOUN was/AUX stand/VERB like/SCONJ they/PRON were/AUX on/ADP a/DET motorcycle/NOUN posing/NOUN#0.0#0.0
a person who seems to imitate a motorcyclist#a/DET person/NOUN who/PRON seem/VERB to/PART imitate/VERB a/DET motorcyclist/NOUN#0.0#0.0
"
3,450,"a person walks backwards the goes up steps bacward.#a/DET person/NOUN walk/VERB backwards/ADV the/DET go/VERB up/ADP step/NOUN bacward/NOUN#0.0#0.0
a person walks backwards and then climbs stairs backwards#a/DET person/NOUN walk/VERB backwards/ADV and/CCONJ then/ADV climb/VERB stair/NOUN backwards/ADV#0.0#0.0
a man walks backwards then climbs backwards up something, such as a flight of stairs.#a/DET man/NOUN walk/VERB backwards/ADV then/ADV climb/VERB backwards/ADV up/ADV something/PRON such/ADJ as/SCONJ a/DET flight/NOUN of/ADP stair/NOUN#0.0#0.0
"
3,451,"a man picks something up and walks over and start interacting with something.#a/DET man/NOUN pick/VERB something/PRON up/ADP and/CCONJ walk/VERB over/ADV and/CCONJ start/VERB interact/VERB with/ADP something/PRON#0.0#0.0
the person is drying their left arm.#the/DET person/NOUN is/AUX dry/VERB their/DET left/ADJ arm/NOUN#0.0#0.0
person starts with arms held out to the sides, steps forward with right foot, bends down, reaches for an item with right hand, retrieves item and holds with both hands, turns left, steadies item with right hand on top, walks forward, turns right and bends down holding item with left hand while right hand reaches up and makes repeated stroking motions towards the item held in left hand.#person/NOUN start/VERB with/ADP arm/NOUN hold/VERB out/ADP to/ADP the/DET side/NOUN step/VERB forward/ADV with/ADP right/ADJ foot/NOUN bend/VERB down/ADP reach/VERB for/ADP an/DET item/NOUN with/ADP right/ADJ hand/NOUN retrieve/VERB item/NOUN and/CCONJ hold/VERB with/ADP both/DET hand/NOUN turn/VERB left/VERB steady/VERB item/NOUN with/ADP right/ADJ hand/NOUN on/ADP top/NOUN walk/VERB forward/ADV turn/VERB right/ADJ and/CCONJ bend/VERB down/ADP hold/VERB item/NOUN with/ADP left/ADJ hand/NOUN while/SCONJ right/ADJ hand/NOUN reach/VERB up/ADP and/CCONJ make/VERB repeat/VERB stroke/VERB motion/NOUN towards/ADP the/DET item/NOUN hold/VERB in/ADP left/ADJ hand/NOUN#0.0#0.0
"
